MICROBLOC_LATITUDE,MICROBLOC_LONGITUDE,TRIP_ID
33.91,-84.34,7
33.91,-84.33,7
33.91,-84.35,7
33.91,-84.36,7
33.9,-84.36,7
33.91,-84.37,7
33.91,-84.38,7
33.91,-84.39,7
33.91,-84.4,7
33.91,-84.41,7
33.91,-84.42,7
33.9,-84.42,7
33.9,-84.43,7
33.9,-84.44,7
33.89,-84.44,7
33.89,-84.45,7
33.88,-84.46,7
33.88,-84.47,7
33.87,-84.47,7
33.86,-84.47,7
33.86,-84.48,7
33.89,-84.46,7
33.92,-84.33,10
33.91,-84.33,10
33.92,-84.32,10
33.92,-84.31,10
33.92,-84.3,10
33.92,-84.29,10
33.91,-84.29,10
33.91,-84.28,10
33.9,-84.28,10
33.9,-84.27,10
33.9,-84.26,10
33.89,-84.26,10
33.89,-84.25,10
33.88,-84.25,10
33.88,-84.24,10
33.87,-84.24,10
33.86,-84.24,10
33.85,-84.24,10
33.84,-84.24,10
33.83,-84.24,10
33.83,-84.25,10
33.82,-84.25,10
33.81,-84.25,10
33.8,-84.25,10
33.8,-84.24,10
33.91,-84.34,10
33.91,-84.35,10
33.92,-84.34,10
33.58,-84.37,3498
33.58,-84.36,3498
33.58,-84.35,3498
33.57,-84.35,3498
33.57,-84.34,3498
33.57,-84.33,3498
33.57,-84.32,3498
33.56,-84.32,3498
33.56,-84.31,3498
33.55,-84.31,3498
33.55,-84.3,3498
33.55,-84.29,3498
33.55,-84.28,3498
33.54,-84.28,3498
33.54,-84.27,3498
33.54,-84.26,3498
33.53,-84.26,3498
33.53,-84.25,3498
33.52,-84.25,3498
33.52,-84.24,3498
33.51,-84.24,3498
33.51,-84.23,3498
33.5,-84.23,3498
33.5,-84.22,3498
33.49,-84.22,3498
33.49,-84.21,3498
33.48,-84.21,3498
33.47,-84.21,3498
33.46,-84.21,3498
33.46,-84.2,3498
33.45,-84.2,3498
33.44,-84.2,3498
33.44,-84.19,3498
33.43,-84.19,3498
33.43,-84.18,3498
33.42,-84.18,3498
33.42,-84.17,3498
33.41,-84.17,3498
33.41,-84.16,3498
33.41,-84.15,3498
33.4,-84.15,3498
33.39,-84.15,3498
33.39,-84.14,3498
33.38,-84.14,3498
33.38,-84.13,3498
33.37,-84.13,3498
33.36,-84.13,3498
33.36,-84.12,3498
33.35,-84.12,3498
33.34,-84.12,3498
33.33,-84.12,3498
33.32,-84.12,3498
33.32,-84.11,3498
33.31,-84.11,3498
33.3,-84.11,3498
33.29,-84.11,3498
33.29,-84.1,3498
33.28,-84.1,3498
33.27,-84.1,3498
33.26,-84.1,3498
33.26,-84.09,3498
33.25,-84.09,3498
33.25,-84.08,3498
33.24,-84.08,3498
33.23,-84.08,3498
33.23,-84.07,3498
33.22,-84.07,3498
33.21,-84.07,3498
33.21,-84.06,3498
33.2,-84.06,3498
33.2,-84.05,3498
33.19,-84.05,3498
33.18,-84.05,3498
33.18,-84.04,3498
33.17,-84.04,3498
33.16,-84.04,3498
33.16,-84.03,3498
33.15,-84.03,3498
33.14,-84.03,3498
33.14,-84.02,3498
33.13,-84.02,3498
33.13,-84.01,3498
33.12,-84.01,3498
33.12,-84,3498
33.11,-84,3498
33.1,-84,3498
33.1,-83.99,3498
33.09,-83.99,3498
33.08,-83.99,3498
33.08,-83.98,3498
33.07,-83.98,3498
33.07,-83.97,3498
33.06,-83.97,3498
33.06,-83.96,3498
33.06,-83.95,3498
33.05,-83.95,3498
33.05,-83.94,3498
33.04,-83.94,3498
33.04,-83.93,3498
33.03,-83.93,3498
33.03,-83.92,3498
33.03,-83.91,3498
33.02,-83.91,3498
33.02,-83.9,3498
33.02,-83.89,3498
33.01,-83.89,3498
33.01,-83.88,3498
33.01,-83.87,3498
33,-83.87,3498
33,-83.86,3498
33,-83.85,3498
32.99,-83.85,3498
32.99,-83.84,3498
32.98,-83.84,3498
32.98,-83.83,3498
32.97,-83.83,3498
32.97,-83.82,3498
32.96,-83.82,3498
32.96,-83.81,3498
32.95,-83.81,3498
32.94,-83.81,3498
32.94,-83.8,3498
32.93,-83.8,3498
32.92,-83.8,3498
32.92,-83.79,3498
32.91,-83.79,3498
32.9,-83.79,3498
32.9,-83.78,3498
32.89,-83.78,3498
32.89,-83.77,3498
32.88,-83.77,3498
32.88,-83.76,3498
32.87,-83.76,3498
32.87,-83.75,3498
32.86,-83.75,3498
32.86,-83.74,3498
32.85,-83.74,3498
32.84,-83.74,3498
32.84,-83.73,3498
32.83,-83.73,3498
32.82,-83.73,3498
32.82,-83.72,3498
32.81,-83.72,3498
32.8,-83.72,3498
32.79,-83.72,3498
32.79,-83.71,3498
32.78,-83.71,3498
32.77,-83.71,3498
32.76,-83.71,3498
32.76,-83.7,3498
32.75,-83.7,3498
32.75,-83.71,3498
32.74,-83.71,3498
32.74,-83.72,3498
32.73,-83.72,3498
32.72,-83.72,3498
32.71,-83.72,3498
32.71,-83.73,3498
32.7,-83.73,3498
32.69,-83.73,3498
32.68,-83.73,3498
32.68,-83.74,3498
32.67,-83.74,3498
32.66,-83.74,3498
32.65,-83.74,3498
32.64,-83.74,3498
32.63,-83.74,3498
32.62,-83.74,3498
32.61,-83.74,3498
32.6,-83.74,3498
32.59,-83.74,3498
32.58,-83.74,3498
32.57,-83.74,3498
32.56,-83.74,3498
32.55,-83.74,3498
32.54,-83.74,3498
32.53,-83.74,3498
32.52,-83.74,3498
32.51,-83.74,3498
32.5,-83.74,3498
32.49,-83.74,3498
32.48,-83.74,3498
32.47,-83.74,3498
32.46,-83.74,3498
32.45,-83.74,3498
32.45,-83.75,3498
32.44,-83.75,3498
32.43,-83.75,3498
32.42,-83.75,3498
32.42,-83.76,3498
32.41,-83.76,3498
32.4,-83.76,3498
32.39,-83.76,3498
32.38,-83.76,3498
32.37,-83.76,3498
32.36,-83.76,3498
32.35,-83.76,3498
32.34,-83.76,3498
32.33,-83.76,3498
32.32,-83.76,3498
32.31,-83.76,3498
32.3,-83.76,3498
32.29,-83.76,3498
32.29,-83.75,3498
32.28,-83.75,3498
32.27,-83.75,3498
32.26,-83.75,3498
32.26,-83.74,3498
32.25,-83.74,3498
32.24,-83.74,3498
32.24,-83.73,3498
32.23,-83.73,3498
32.23,-83.74,3498
32.22,-83.74,3498
32.21,-83.74,3498
32.2,-83.74,3498
32.19,-83.74,3498
32.18,-83.74,3498
32.18,-83.75,3498
32.17,-83.75,3498
32.16,-83.75,3498
32.15,-83.75,3498
32.14,-83.75,3498
32.13,-83.75,3498
32.12,-83.75,3498
32.12,-83.76,3498
32.11,-83.76,3498
32.1,-83.76,3498
32.09,-83.76,3498
32.08,-83.76,3498
32.07,-83.76,3498
33.91,-84.34,3500
33.91,-84.33,3500
33.91,-84.35,3500
33.91,-84.36,3500
33.91,-84.37,3500
33.91,-84.38,3500
33.91,-84.39,3500
33.91,-84.4,3500
33.91,-84.41,3500
33.91,-84.42,3500
33.9,-84.42,3500
33.9,-84.43,3500
33.9,-84.44,3500
33.89,-84.44,3500
33.89,-84.45,3500
33.88,-84.45,3500
33.87,-84.45,3500
33.87,-84.44,3500
33.86,-84.44,3500
33.86,-84.43,3500
33.85,-84.43,3500
33.84,-84.43,3500
33.84,-84.42,3500
33.83,-84.42,3500
33.83,-84.44,3500
33.82,-84.44,3500
33.82,-84.43,3500
33.81,-84.43,3500
33.81,-84.42,3500
33.81,-84.41,3500
33.8,-84.41,3500
33.8,-84.4,3500
33.77,-84.41,3500
33.76,-84.41,3500
33.75,-84.41,3500
33.75,-84.4,3500
33.74,-84.34,3500
33.74,-84.33,3500
33.76,-84.39,3500
33.58,-84.37,3500
33.91,-84.34,3908
33.91,-84.33,3908
33.91,-84.35,3908
33.9,-84.35,3908
33.92,-84.35,3908
33.93,-84.35,3908
33.94,-84.35,3908
33.95,-84.35,3908
33.96,-84.35,3908
33.96,-84.34,3908
33.97,-84.34,3908
33.98,-84.34,3908
33.98,-84.33,3908
33.99,-84.33,3908
34,-84.33,3908
34.01,-84.33,3908
34.01,-84.32,3908
34.02,-84.32,3908
34.02,-84.31,3908
34.03,-84.31,3908
34.04,-84.31,3908
34.04,-84.3,3908
34.04,-84.29,3908
34.05,-84.29,3908
34.05,-84.28,3908
34.05,-84.27,3908
34.06,-84.27,3908
34.07,-84.27,3908
34.07,-84.26,3908
34.08,-84.26,3908
34.09,-84.26,3908
34.09,-84.25,3908
34.09,-84.24,3908
34.1,-84.24,3908
34.1,-84.23,3908
34.11,-84.23,3908
34.11,-84.22,3908
34.11,-84.21,3908
34.12,-84.21,3908
34.13,-84.21,3908
34.13,-84.2,3908
34.14,-84.2,3908
34.14,-84.19,3908
34.14,-84.18,3908
34.15,-84.18,3908
34.15,-84.17,3908
34.15,-84.16,3908
34.16,-84.16,3908
34.16,-84.15,3908
34.17,-84.15,3908
34.17,-84.14,3908
34.18,-84.14,3908
34.18,-84.13,3908
34.19,-84.13,3908
34.19,-84.12,3908
34.2,-84.12,3908
34.21,-84.12,3908
34.21,-84.11,3908
34.22,-84.11,3908
34.22,-84.1,3908
34.23,-84.1,3908
34.23,-84.09,3908
34.24,-84.09,3908
34.26,-84.09,3908
34.26,-84.08,3908
34.27,-84.08,3908
34.27,-84.07,3908
34.28,-84.07,3908
34.29,-84.07,3908
34.3,-84.07,3908
34.3,-84.06,3908
34.31,-84.06,3908
34.32,-84.06,3908
34.32,-84.05,3908
34.33,-84.05,3908
34.34,-84.05,3908
34.34,-84.04,3908
34.35,-84.04,3908
34.36,-84.04,3908
34.36,-84.03,3908
34.37,-84.03,3908
34.37,-84.02,3908
34.38,-84.02,3908
34.39,-84.02,3908
34.39,-84.01,3908
34.4,-84.01,3908
34.4,-84,3908
34.4,-83.99,3908
34.41,-83.99,3908
34.42,-83.99,3908
34.43,-83.99,3908
34.44,-83.99,3908
34.44,-83.98,3908
34.45,-83.98,3908
34.45,-83.97,3908
34.46,-83.97,3908
34.46,-83.96,3908
34.47,-83.97,3908
34.48,-83.97,3908
34.49,-83.97,3908
34.49,-83.96,3908
34.5,-83.96,3908
34.5,-83.97,3908
34.51,-83.97,3908
34.52,-83.97,3908
34.53,-83.97,3908
34.54,-83.97,3908
34.55,-83.97,3908
34.55,-83.96,3908
34.56,-83.96,3908
34.57,-83.96,3908
34.57,-83.97,3908
34.58,-83.97,3908
34.58,-83.96,3908
34.59,-83.97,3908
34.59,-83.96,3908
34.6,-83.96,3908
34.6,-83.97,3908
34.61,-83.96,3908
34.61,-83.95,3908
34.62,-83.95,3908
34.62,-83.94,3908
34.62,-83.93,3908
34.63,-83.93,3908
34.63,-83.92,3908
34.63,-83.91,3908
34.64,-83.91,3908
34.64,-83.9,3908
34.65,-83.9,3908
34.66,-83.9,3908
34.6,-83.98,3908
34.61,-83.97,3908
34.25,-84.08,3908
34.25,-84.09,3908
33.92,-84.34,3908
33.92,-84.33,3908
33.91,-84.31,4840
33.92,-84.31,4840
33.92,-84.32,4840
33.91,-84.32,4840
33.91,-84.33,4840
33.92,-84.33,4840
33.92,-84.34,4840
33.91,-84.34,4840
33.78,-84.18,4847
33.78,-84.19,4847
33.79,-84.19,4847
33.8,-84.19,4847
33.81,-84.19,4847
33.82,-84.19,4847
33.83,-84.19,4847
33.83,-84.2,4847
33.83,-84.21,4847
33.83,-84.22,4847
33.82,-84.22,4847
33.82,-84.23,4847
33.82,-84.24,4847
33.81,-84.24,4847
33.81,-84.25,4847
33.82,-84.25,4847
33.83,-84.25,4847
33.83,-84.24,4847
33.84,-84.24,4847
33.85,-84.24,4847
33.86,-84.24,4847
33.87,-84.24,4847
33.88,-84.24,4847
33.88,-84.25,4847
33.89,-84.25,4847
33.89,-84.26,4847
33.9,-84.26,4847
33.9,-84.27,4847
33.9,-84.28,4847
33.91,-84.28,4847
33.91,-84.29,4847
33.91,-84.3,4847
33.91,-84.31,4847
33.83,-84.2,4852
33.83,-84.19,4852
33.82,-84.19,4852
33.81,-84.19,4852
33.8,-84.19,4852
33.79,-84.19,4852
33.78,-84.19,4852
33.78,-84.18,4852
33.78,-84.19,4859
33.79,-84.19,4859
33.8,-84.19,4859
33.81,-84.19,4859
33.82,-84.19,4859
33.83,-84.19,4859
33.83,-84.2,4859
33.91,-84.34,4919
33.91,-84.33,4919
33.92,-84.33,4919
33.92,-84.32,4919
33.92,-84.31,4919
33.92,-84.3,4919
33.92,-84.29,4919
33.91,-84.29,4919
33.91,-84.28,4919
33.9,-84.28,4919
33.9,-84.27,4919
33.9,-84.26,4919
33.89,-84.26,4919
33.89,-84.25,4919
33.88,-84.25,4919
33.88,-84.24,4919
33.87,-84.24,4919
33.86,-84.24,4919
33.85,-84.24,4919
33.84,-84.24,4919
33.83,-84.24,4919
33.83,-84.25,4919
33.82,-84.25,4919
33.81,-84.25,4919
33.81,-84.24,4919
33.82,-84.24,4919
33.82,-84.23,4919
33.82,-84.22,4919
33.83,-84.22,4919
33.83,-84.21,4919
33.83,-84.2,4919
33.83,-84.19,4919
33.82,-84.19,4919
33.81,-84.19,4919
33.8,-84.19,4919
33.79,-84.19,4919
33.78,-84.19,4919
33.78,-84.18,4919
33.78,-84.18,5014
33.78,-84.19,5014
33.79,-84.19,5014
33.8,-84.19,5014
33.81,-84.19,5014
33.82,-84.19,5014
33.83,-84.19,5014
33.83,-84.2,5014
33.83,-84.21,5014
33.83,-84.22,5014
33.82,-84.22,5014
33.82,-84.23,5014
33.82,-84.24,5014
33.81,-84.24,5014
33.81,-84.25,5014
33.82,-84.25,5014
33.83,-84.25,5014
33.83,-84.24,5014
33.84,-84.24,5014
33.85,-84.24,5014
33.86,-84.24,5014
33.87,-84.24,5014
33.88,-84.24,5014
33.88,-84.25,5014
33.89,-84.25,5014
33.89,-84.26,5014
33.9,-84.27,5014
33.9,-84.28,5014
33.91,-84.28,5014
33.91,-84.29,5014
33.92,-84.29,5014
33.92,-84.3,5014
33.92,-84.31,5014
33.92,-84.32,5014
33.92,-84.33,5014
33.91,-84.33,5014
33.92,-84.34,5014
33.91,-84.34,5014
33.78,-84.18,5032
33.77,-84.18,5032
33.77,-84.19,5032
33.77,-84.17,5032
33.78,-84.17,5032
33.79,-84.17,5032
33.79,-84.18,5032
33.78,-84.19,5032
33.91,-84.33,5093
33.91,-84.34,5093
33.92,-84.33,5093
33.92,-84.32,5093
33.92,-84.31,5093
33.92,-84.3,5093
33.92,-84.29,5093
33.91,-84.29,5093
33.91,-84.28,5093
33.9,-84.28,5093
33.9,-84.27,5093
33.9,-84.26,5093
33.89,-84.26,5093
33.89,-84.25,5093
33.88,-84.25,5093
33.88,-84.24,5093
33.87,-84.24,5093
33.86,-84.24,5093
33.85,-84.24,5093
33.84,-84.24,5093
33.83,-84.24,5093
33.83,-84.25,5093
33.82,-84.25,5093
33.81,-84.25,5093
33.81,-84.24,5093
33.82,-84.24,5093
33.82,-84.23,5093
33.82,-84.22,5093
33.83,-84.22,5093
33.83,-84.21,5093
33.83,-84.2,5093
33.83,-84.19,5093
33.82,-84.19,5093
33.81,-84.19,5093
33.8,-84.19,5093
33.79,-84.19,5093
33.78,-84.19,5093
33.78,-84.18,5093
33.77,-84.19,5093
34.58,-82.68,5173
34.58,-82.69,5173
34.57,-82.69,5173
34.57,-82.7,5173
34.57,-82.71,5173
34.57,-82.72,5173
34.57,-82.73,5173
34.56,-82.73,5173
34.56,-82.74,5173
34.56,-82.75,5173
34.56,-82.76,5173
34.55,-82.76,5173
34.55,-82.77,5173
34.55,-82.78,5173
34.55,-82.79,5173
34.54,-82.79,5173
34.54,-82.8,5173
34.54,-82.81,5173
34.53,-82.81,5173
34.53,-82.82,5173
34.53,-82.83,5173
34.52,-82.83,5173
34.52,-82.84,5173
34.52,-82.85,5173
34.52,-82.86,5173
34.51,-82.86,5173
34.51,-82.87,5173
34.51,-82.88,5173
34.51,-82.89,5173
34.51,-82.9,5173
34.51,-82.91,5173
34.51,-82.92,5173
34.51,-82.93,5173
34.51,-82.94,5173
34.5,-82.94,5173
34.5,-82.95,5173
34.5,-82.96,5173
34.5,-82.97,5173
34.5,-82.98,5173
34.5,-82.99,5173
34.49,-82.99,5173
34.49,-83,5173
34.49,-83.01,5173
34.49,-83.02,5173
34.48,-83.02,5173
34.48,-83.03,5173
34.47,-83.03,5173
34.47,-83.04,5173
34.47,-83.05,5173
34.47,-83.06,5173
34.46,-83.06,5173
34.46,-83.07,5173
34.46,-83.08,5173
34.46,-83.09,5173
34.45,-83.09,5173
34.45,-83.1,5173
34.45,-83.11,5173
34.44,-83.11,5173
34.44,-83.12,5173
34.44,-83.13,5173
34.43,-83.13,5173
34.43,-83.14,5173
34.43,-83.15,5173
34.42,-83.15,5173
34.42,-83.16,5173
34.41,-83.16,5173
34.41,-83.17,5173
34.41,-83.18,5173
34.4,-83.18,5173
34.4,-83.19,5173
34.4,-83.2,5173
34.39,-83.21,5173
34.39,-83.22,5173
34.39,-83.23,5173
34.38,-83.23,5173
34.38,-83.24,5173
34.38,-83.25,5173
34.37,-83.25,5173
34.37,-83.26,5173
34.37,-83.27,5173
34.36,-83.27,5173
34.36,-83.28,5173
34.36,-83.29,5173
34.35,-83.29,5173
34.35,-83.3,5173
34.34,-83.3,5173
34.34,-83.31,5173
34.34,-83.32,5173
34.34,-83.33,5173
34.33,-83.33,5173
34.33,-83.34,5173
34.33,-83.35,5173
34.32,-83.35,5173
34.32,-83.36,5173
34.31,-83.36,5173
34.31,-83.37,5173
34.31,-83.38,5173
34.3,-83.38,5173
34.3,-83.39,5173
34.3,-83.4,5173
34.29,-83.4,5173
34.29,-83.41,5173
34.28,-83.41,5173
34.28,-83.42,5173
34.28,-83.43,5173
34.27,-83.43,5173
34.26,-83.44,5173
34.26,-83.45,5173
34.25,-83.45,5173
34.25,-83.46,5173
34.25,-83.47,5173
34.24,-83.47,5173
34.24,-83.48,5173
34.23,-83.48,5173
34.23,-83.49,5173
34.22,-83.49,5173
34.22,-83.5,5173
34.22,-83.51,5173
34.21,-83.51,5173
34.21,-83.52,5173
34.21,-83.53,5173
34.21,-83.54,5173
34.2,-83.54,5173
34.2,-83.55,5173
34.2,-83.56,5173
34.19,-83.56,5173
34.19,-83.57,5173
34.19,-83.58,5173
34.18,-83.58,5173
34.18,-83.59,5173
34.18,-83.6,5173
34.17,-83.6,5173
34.17,-83.61,5173
34.16,-83.61,5173
34.16,-83.62,5173
34.16,-83.63,5173
34.15,-83.63,5173
34.15,-83.64,5173
34.14,-83.64,5173
34.14,-83.65,5173
34.14,-83.66,5173
34.13,-83.66,5173
34.13,-83.67,5173
34.13,-83.68,5173
34.13,-83.69,5173
34.12,-83.69,5173
34.12,-83.7,5173
34.12,-83.71,5173
34.12,-83.72,5173
34.12,-83.73,5173
34.12,-83.74,5173
34.12,-83.75,5173
34.11,-83.75,5173
34.11,-83.76,5173
34.12,-83.76,5173
33.78,-84.18,5187
33.78,-84.19,5187
33.79,-84.19,5187
33.8,-84.19,5187
33.81,-84.19,5187
33.82,-84.19,5187
33.83,-84.19,5187
33.83,-84.2,5187
33.83,-84.21,5187
33.83,-84.22,5187
33.82,-84.22,5187
33.82,-84.23,5187
33.82,-84.24,5187
33.81,-84.24,5187
33.81,-84.25,5187
33.82,-84.25,5187
33.83,-84.25,5187
33.83,-84.24,5187
33.84,-84.24,5187
33.85,-84.24,5187
33.86,-84.24,5187
33.87,-84.24,5187
33.88,-84.24,5187
33.88,-84.25,5187
33.89,-84.25,5187
33.89,-84.26,5187
33.9,-84.26,5187
33.9,-84.27,5187
33.9,-84.28,5187
33.91,-84.28,5187
33.91,-84.29,5187
33.92,-84.29,5187
33.92,-84.3,5187
33.92,-84.31,5187
33.92,-84.32,5187
33.92,-84.33,5187
33.91,-84.33,5187
33.92,-84.34,5187
33.91,-84.34,5187
34.09,-84.55,5215
34.1,-84.55,5215
34.1,-84.54,5215
34.1,-84.53,5215
34.1,-84.52,5215
34.09,-84.53,5215
34.08,-84.53,5215
34.07,-84.53,5215
34.06,-84.53,5215
34.06,-84.54,5215
34.05,-84.54,5215
34.05,-84.55,5215
34.05,-84.56,5215
34.04,-84.56,5215
34.03,-84.56,5215
34.02,-84.56,5215
34.02,-84.55,5215
34.01,-84.55,5215
34,-84.55,5215
34,-84.56,5215
33.99,-84.56,5215
33.99,-84.55,5215
33.99,-84.54,5215
33.98,-84.54,5215
33.98,-84.53,5215
33.97,-84.53,5215
33.97,-84.52,5215
33.96,-84.52,5215
33.96,-84.51,5215
33.95,-84.51,5215
33.94,-84.51,5215
33.94,-84.5,5215
33.93,-84.5,5215
33.93,-84.49,5215
33.93,-84.48,5215
33.92,-84.48,5215
33.91,-84.48,5215
33.91,-84.47,5215
33.9,-84.47,5215
33.89,-84.47,5215
33.89,-84.46,5215
33.89,-84.45,5215
33.89,-84.44,5215
33.9,-84.44,5215
33.9,-84.43,5215
33.9,-84.42,5215
33.91,-84.42,5215
33.91,-84.41,5215
33.91,-84.4,5215
33.91,-84.39,5215
33.91,-84.38,5215
33.91,-84.37,5215
33.91,-84.36,5215
33.91,-84.35,5215
33.91,-84.34,5215
33.91,-84.33,5215
33.9,-84.33,5215
33.92,-84.35,5215
33.9,-84.34,5215
33.91,-84.34,5240
33.91,-84.33,5240
33.91,-84.35,5240
33.91,-84.36,5240
33.9,-84.36,5240
33.91,-84.37,5240
33.91,-84.38,5240
33.91,-84.39,5240
33.91,-84.4,5240
33.91,-84.41,5240
33.91,-84.42,5240
33.9,-84.42,5240
33.9,-84.43,5240
33.9,-84.44,5240
33.89,-84.44,5240
33.89,-84.45,5240
33.89,-84.46,5240
33.88,-84.46,5240
33.89,-84.47,5240
33.9,-84.47,5240
33.91,-84.47,5240
33.91,-84.48,5240
33.92,-84.48,5240
33.93,-84.48,5240
33.93,-84.49,5240
33.93,-84.5,5240
33.94,-84.5,5240
33.94,-84.51,5240
33.95,-84.51,5240
33.96,-84.51,5240
33.96,-84.52,5240
33.97,-84.52,5240
33.97,-84.53,5240
33.98,-84.53,5240
33.98,-84.54,5240
33.99,-84.54,5240
33.99,-84.55,5240
33.99,-84.56,5240
34,-84.56,5240
34,-84.55,5240
34.01,-84.55,5240
34.02,-84.55,5240
34.02,-84.56,5240
34.03,-84.56,5240
34.04,-84.56,5240
34.05,-84.56,5240
34.05,-84.55,5240
34.05,-84.54,5240
34.06,-84.54,5240
34.07,-84.54,5240
34.07,-84.53,5240
34.08,-84.53,5240
34.09,-84.53,5240
34.1,-84.53,5240
34.1,-84.54,5240
33.91,-84.34,5272
33.91,-84.33,5272
33.92,-84.33,5272
33.92,-84.32,5272
33.92,-84.31,5272
33.92,-84.3,5272
33.92,-84.29,5272
33.91,-84.29,5272
33.91,-84.28,5272
33.9,-84.28,5272
33.9,-84.27,5272
33.9,-84.26,5272
33.89,-84.26,5272
33.89,-84.25,5272
33.88,-84.25,5272
33.88,-84.24,5272
33.87,-84.24,5272
33.86,-84.24,5272
33.85,-84.24,5272
33.84,-84.24,5272
33.83,-84.24,5272
33.83,-84.25,5272
33.82,-84.25,5272
33.81,-84.25,5272
33.81,-84.24,5272
33.82,-84.24,5272
33.82,-84.23,5272
33.82,-84.22,5272
33.83,-84.22,5272
33.83,-84.21,5272
33.83,-84.2,5272
33.83,-84.19,5272
33.82,-84.19,5272
33.81,-84.19,5272
33.8,-84.19,5272
33.79,-84.19,5272
33.78,-84.19,5272
33.78,-84.18,5272
33.93,-84.33,5334
33.92,-84.33,5334
33.91,-84.33,5334
33.91,-84.34,5334
33.93,-84.33,5337
33.6,-83.85,5474
33.59,-83.85,5474
33.59,-83.86,5474
33.59,-83.87,5474
33.58,-83.87,5474
33.58,-83.88,5474
33.57,-83.88,5474
33.57,-83.89,5474
33.93,-84.33,5474
33.6,-83.85,5478
33.71,-84.27,5482
33.71,-84.26,5482
33.71,-84.25,5482
33.71,-84.24,5482
33.71,-84.23,5482
33.71,-84.22,5482
33.71,-84.21,5482
33.71,-84.2,5482
33.72,-84.2,5482
33.72,-84.19,5482
33.73,-84.19,5482
33.74,-84.19,5482
33.75,-84.19,5482
33.76,-84.19,5482
33.77,-84.19,5482
33.6,-83.85,5487
33.79,-84.22,5491
33.79,-84.23,5491
33.78,-84.23,5491
33.77,-84.23,5491
33.77,-84.24,5491
33.78,-84.24,5491
33.79,-84.24,5491
33.8,-84.24,5491
33.8,-84.25,5491
33.81,-84.25,5491
33.82,-84.25,5491
33.83,-84.25,5491
33.83,-84.24,5491
33.84,-84.24,5491
33.85,-84.24,5491
33.86,-84.24,5491
33.87,-84.24,5491
33.87,-84.25,5491
33.88,-84.25,5491
33.6,-83.85,5497
33.78,-84.18,5498
33.78,-84.19,5498
33.79,-84.19,5498
33.8,-84.19,5498
33.8,-84.2,5498
33.8,-84.21,5498
33.79,-84.21,5498
33.79,-84.22,5498
33.6,-83.85,5516
33.57,-83.89,5559
33.57,-83.88,5559
33.58,-83.88,5559
33.58,-83.87,5559
33.59,-83.87,5559
33.59,-83.86,5559
33.6,-83.86,5559
33.61,-83.86,5559
33.62,-83.86,5559
33.63,-83.86,5559
33.64,-83.86,5559
33.65,-83.86,5559
33.65,-83.85,5559
33.66,-83.85,5559
33.67,-83.85,5559
33.68,-83.85,5559
33.69,-83.85,5559
33.7,-83.85,5559
33.71,-83.85,5559
33.72,-83.85,5559
33.73,-83.85,5559
33.74,-83.85,5559
33.75,-83.85,5559
33.76,-83.85,5559
33.77,-83.85,5559
33.78,-83.85,5559
33.79,-83.85,5559
33.79,-83.86,5559
33.79,-83.87,5559
33.8,-83.87,5559
33.81,-83.87,5559
33.82,-83.87,5559
33.83,-83.87,5559
33.83,-83.88,5559
33.83,-83.89,5559
33.84,-83.89,5559
33.84,-83.9,5559
33.85,-83.9,5559
33.86,-83.9,5559
33.86,-83.91,5559
33.87,-83.91,5559
33.87,-83.92,5559
33.87,-83.93,5559
33.88,-83.93,5559
33.88,-83.94,5559
33.89,-83.94,5559
33.89,-83.95,5559
33.89,-83.96,5559
33.9,-83.96,5559
33.91,-83.96,5559
33.91,-83.97,5559
33.92,-83.97,5559
33.93,-83.97,5559
33.93,-83.98,5559
33.93,-83.96,5559
33.93,-83.95,5559
33.93,-83.94,5559
33.94,-83.94,5559
33.95,-83.94,5559
33.95,-83.93,5559
33.96,-83.93,5559
33.93,-84.5,5637
33.93,-84.51,5637
33.92,-84.5,5637
33.91,-84.5,5637
33.91,-84.49,5637
33.9,-84.49,5637
33.97,-84.42,5651
33.98,-84.42,5651
33.98,-84.43,5651
33.97,-84.43,5651
33.97,-84.44,5651
33.97,-84.45,5651
33.97,-84.46,5651
33.97,-84.47,5651
33.97,-84.48,5651
33.96,-84.48,5651
33.96,-84.49,5651
33.95,-84.49,5651
33.94,-84.49,5651
33.94,-84.5,5651
33.93,-84.5,5651
33.93,-84.51,5651
33.94,-84.51,5651
33.57,-83.89,5654
33.57,-83.88,5654
33.58,-83.88,5654
33.58,-83.87,5654
33.59,-83.87,5654
33.59,-83.86,5654
33.59,-83.85,5654
33.55,-84.27,5671
33.54,-84.27,5671
33.54,-84.28,5671
33.55,-84.28,5671
33.55,-84.29,5671
33.55,-84.3,5671
33.55,-84.31,5671
33.56,-84.31,5671
33.56,-84.32,5671
33.57,-84.32,5671
33.57,-84.33,5671
33.57,-84.34,5671
33.57,-84.35,5671
33.58,-84.35,5671
33.58,-84.36,5671
33.58,-84.37,5671
33.58,-84.38,5671
33.59,-84.38,5671
33.59,-84.39,5671
33.6,-84.39,5671
33.61,-84.39,5671
33.62,-84.39,5671
33.62,-84.4,5671
33.63,-84.4,5671
33.64,-84.4,5671
33.64,-84.39,5671
33.65,-84.39,5671
33.66,-84.39,5671
33.67,-84.39,5671
33.68,-84.39,5671
33.68,-84.4,5671
33.69,-84.4,5671
33.7,-84.4,5671
33.71,-84.4,5671
33.71,-84.39,5671
33.72,-84.39,5671
